ogno,ogtype,ogname,ogcity,ogstate,ogpin,ogadd
210,MultiSpeciality Hosp,Aastha Multispeciality Hospital,Kushinagar,Uttar Pradesh,274402,"Padrauma Road, District Kushinagar, Kasya,"
211,Nurshing Home,Aastha Nursing Home,Aurangabad,Bihar,824101,"Beside Samrat Hotel, Ramesh Chowk"
212,Nurshing Home,Aastha Nursing Home,Saran,Bihar,841301,"Opposite J. P. M College, Sri - Nandan Path"
213,Nurshing Home,Aastha Nursing Home,Bharuch,Gujarat,392001,"Amardeep Complex, Opposite Falashrutinagar, Station Road"
214,Nurshing Home,Aastha Nursing Home,Jammu,Jammu and Kashmir,180004,Ambphalla
215,Nurshing Home,Aastha Nursing Home - Andheri,Mumbai,Maharashtra,400058,"10, Narsinh Niwas, 2Nd Floor, Near Daud Baug, 126 J P Road Above Punjabi Ghasitaram Halwai, Andheri (W)"
216,Hospital - Critical Care Dept,"Aastha Nursing Home And Critical Care Center,Auran",Aurangabad,Maharashtra,431001,"Shreenath Complex,1St Floor,Sahakar Nagar,Aurangabad"
217,Nurshing Home,Aastha Nursing Home and Maternity Centre,Bhagalpur,Bihar,812002,"Lal Kothi, Near Muslim High School, Lower Nath Nagar Road"
218,Nurshing Home,Aastha Nursing Home and Maternity Centre,East Champaran,Bihar,845401,"Gopal Pur, Motihari"
219,Hospital,Aastha Old Aged Care Center,Thane,Maharashtra,400612,Plot No 87 Sector 26 Parsik Hills Csd Belapur Navi Mumbai
220,Ortho Hospital,Aastha Ortho and Fracture Hospital,Banas kantha,Gujarat,385001,"Doctor House, Nr.Railwaybridge, Palanpur"
221,Ortho Hospital,Aastha Orthopaedic Hospital,Ahmedabad,Gujarat,380007,"311, Shanti Arcade, Pushpak Appartment, Aec Cross Road, Naranpura. Aec Cross Road, Naranpura"
222,Ortho Hospital,Aastha Orthopaedic Hospital,Banas kantha,Gujarat,385001,"Near Railway Overbridge, Doctor House, Palanpur"
223,Hospital,Aastha Surgical Hospital,Surat,Gujarat,395002,"101, Pramukh Chamber, Near Tadwadi Circle, Rander Rd"
224,Hospital,Aastitva Medical Centre,Gautam Buddha Nagar,Uttar Pradesh,201301,"Shiv Om Market, Chaura Raghunathpur Opposite Petrol Pump Secotr-22 Noida"
225,Hospital,Aatmiya Hospital,Vadodara,Gujarat,391240,Karjan
226,Ortho Hospital,"Aatmiya Hospital,Centre For Trauma and Spine",Vadodara,Gujarat,390009,"Silver Coin,Bhavan Teen Rasta"
227,Nurshing Home,Aatreya Nursing Home,Auraiya,Uttar Pradesh,206122,Near Phool Mati Mandir
228,Hospital,Aavarda Hospital,Sabar kantha,Gujarat,383001,"Opp Bus Stand, State Highway"
229,Hospital,Aavkar Hospital,Sabar kantha,Gujarat,383001,"Nr Mehta Petrol Pump, Girdharnagar, Himatnagar"
230,Hospital,Aayug's Health Care,Bengaluru Urban,Karnataka,560037,"477, I Main 'B' Block, Aecs Layout,Kundalahalli."
231,MultiSpeciality Hosp,Aayugs Multispeciality Hospital,Bengaluru Urban,Karnataka,560037,"477, 1st Main, B Block"
232,Cardiac Hosp,Aayush Heart and Medicare Hospital,Sabar kantha,Gujarat,383001,"Umiya House, Nr.S.T.Busstop, Himmatnagar"
233,Hospital,Aayush Hospital,Valsad,Gujarat,396191,"Plot No. 41-42, Near Azad Wegh Bridge, Near N.H. No.8"
234,Hospital,Aayush Hospital,Latur,Maharashtra,413501,"Main Rd, Omerga"
235,Hospital,Aayush Hospital,Thane,Maharashtra,421301,"Bldg No. E-2, 2Nd & 3Rd Floor, Radha Nagarshopping Complex, Radha Nagar, Opposite Radha Nagar Police Chowki, Khadakpada, Kalyan (West), Thane"
236,Cardiac Hosp,Aayush Medi Care Hospital and Cardiac Center,Surat,Gujarat,395001,"47, Sweety Society, Nr, Uma Bhavan, Bhatar Road"
237,MultiSpeciality Hosp,Aayush Multispeciality Hospital,Thane,Maharashtra,400602,"Mari Gold Panch Pakhadi, OppositeNitin Company Junction"
238,MultiSpeciality Hosp,Aayush Multispeciality Hospital,Thane,Maharashtra,400708,"Aayush Villa, K-6 & 7, Row House, Sector-4, Airoli, Navi Mumbai"
239,Hospital,Aayush Nri Lepl Health Care Pvt Ltd,Krishna,Andhra Pradesh,520008,"48-13-3 and 3A,Opp Siddhartha Medical College, Ring Road, Sri Ramachandra Nagar, Vijayawada,"
240,Nurshing Home,Aayush Nursing Home,Thane,Maharashtra,400607,Hospital Address D1 4 5 6 Runwal Estate Behind R Mall G B Road Manpada Thane W -
241,Ortho Hospital,Aayush Orthopedic Hospital and Joint Replacement Center,Vadodara,Gujarat,390001,"G.P.O. Lane, Kharivav Road,Opposite Police Ground,Raopura"
242,Hospital,Aayush Surgical Hospital,Ahmedabad,Gujarat,380052,"208/209, Heritage Plaza, Opposite Gurukul Temple, Drive In Road"
243,Hospital,Aayushmaan Hospital,Bijnor,Uttar Pradesh,246701,Kirthpur Road 4 Kirthpur Road
244,Hospital,Aayushman Hospital,Raigarh,Maharashtra,410206,"Plot No. 6, Road No. 16, Sector 19,Opposite Osite Hongkong Market, New Panvel"
245,Hospital,Aayushman Medicare Centre Pvt Ltd.,Gautam Buddha Nagar,Uttar Pradesh,201301,"999, Sector-29, Noida"
246,Nurshing Home,Aayushman Nursing Home,Ranchi,Jharkhand,834001,"Arsandey, Boreya Road, Ranchi"
247,Hospital,Aayushman The Family Hospital,Kurnool,Andhra Pradesh,518003,"Srirangam Estate,D.No. 45/142, A1, Near Venkateshwara Swamy Temple, Kurnool,"
248,Nurshing Home,Ab Nursing Home,Kishanganj,Bihar,855108,Subhash Pally
249,Hospital,Abane Hospital,Pune,Maharashtra,411028,"Parmar Complex, Ground Floor, Behind Lokseva Hanuman Mandir, Gadital, Hadapsar"
250,Hospital,Abc Hospital,Visakhapatnam,Andhra Pradesh,530002,"16-1-13, Kgh To Beach Down, Opposite Coastak Battery, Maharani Peth"
251,Hospital,Abdul Khadir Hospital,Kanniyakumari,Tamil Nadu,629002,"Kottar, Nagercoil Kanniyakumari"
252,Hospital,Abdul Waheb Memorial Rajah Charitable Hospital,Thrissur,Kerala,680506,"Muthuvattot, Chavakkad"
253,Hospital,Abdullah Hospital,Bulandshahr,Uttar Pradesh,203001,"Opposite State Bank Colony, Delhi Road, Bhoor"
254,Hospital,Abdur Razzaque Ansari Memorial Weavers Hospital,Ranchi,Jharkhand,834001,"Gel Church Shopping Complex, A.C Market"
255,Nurshing Home,Abha Nursing Home Pvt Ltd,Kanpur Nagar,Uttar Pradesh,208002,10/503 B Allenganj Tilak Nagar Kanpur
256,Hospital,Abhay Hospital,Bengaluru Urban,Karnataka,560056,"43/2, 3Rd Cross, OppositeSaroja Memorial School, Jnanajyothi Nagar, Ullal Main Road,"
257,Nurshing Home,Abhay Nursing Home,East Godavari,Andhra Pradesh,533101,"J N Road Ramalayam, Tilak Road"
258,Nurshing Home,Abhay Nursing Home,Mumbai,Maharashtra,400072,"101, Trade Corner Building Saki-Vihar Road, Saki Naka"
259,Hospital - Critical Care Dept,Abhaya Critical Care,Visakhapatnam,Andhra Pradesh,530002,"D.No. 18-1-34, Opposite K.G.H. O.P. Gate"
260,Hospital,Abhaya Emergency Centre,East Godavari,Andhra Pradesh,533103,"79-1-4/1, Jn Road Rajamundry Rajamundry 533103  East Godavari"
261,Hospital,Abhaya Hospital,Bengaluru Urban,Karnataka,560027,"17, Dr.M.H.Mari Gowda Road, Opp Wilson Garden"
262,Hospital,Abhaya Hospital,Dakshina Kannada,Karnataka,574214,"Guruvayanakere, Belthangady Tq"
263,Hospital,Abhaya Hospital,Dakshina Kannada,Karnataka,574228,Beltangady
264,Hospital,Abhaya Hospital,Khammam,Telangana,507001,"Door. No. 11-3/37, Abhaya Complex Near Apollo Clinic, Wyra Road Khammam"
265,MultiSpeciality Hosp,Abhaya Kidney Care Multispeciality Hospital,Anantapur,Andhra Pradesh,515001,"10-470, Adimurthy Nagar, Opposite Guild Off Service School"
266,MultiSpeciality Hosp,Abhaya Multi Speciality Hospital,Hyderabad,Telangana,500072,"Nizampet Road, Kukatpally,"
267,MultiSpeciality Hosp,Abhaya Multispecialty Hospitals,Guntur,Andhra Pradesh,522413,"Beside C.T.O Office, Main Road, Piduguralla, Guntur ()"
268,Hospital,Abhenil Hospital,Ambala,Haryana,133001,"Gobind Nagar, Ambalacantt,"
269,Hospital,Abhi Hospital And Trauma Centre,Ghaziabad,Uttar Pradesh,201010,"330 Gyan Khand-1,Indirapuram,"
270,MultiSpeciality Hosp,Abhi Multi Speciality Hospital,Visakhapatnam,Andhra Pradesh,530016,"43-18-18,T.S.N. Colony, Dondaparthy,Siva Sankara Hero Honda Showroom Line,."
271,Hospital,Abhi Sai Hospitals,Nalgonda,Telangana,508207,"Ashok Sadan, Behind Nataraj Talkies Doctor's Colony"
272,MultiSpeciality Hosp,Abhijat Multipurpose Society Buldhana,Buldhana,Maharashtra,443001,Jambhrun Road .Buldhana
273,Hospital,Abhijay Hospital (P) Ltd,Chennai,Tamil Nadu,600001,"No.22/2, Esi Hospital Road"
274,Hospital,Abhijay Hospital P.Ltd,Chennai,Tamil Nadu,600011,"No.22/2, E.S.I.Hospital Road"
275,Hospital,Abhijit Hospital,Mumbai,Maharashtra,400064,"Divya Trusha, Mamlatdar Wadi Road, Malad- West, Mumbai"
276,Hospital,Abhilash Hospital And Sara Rehabilitation Centre,Bengaluru Urban,Karnataka,560085,"271, 5Th Block, 100 Feet Road, 3Rd Phase, Banashankari,"
277,Hospital,Abhilasha Hospital,Chandigarh,Chandigarh,160015,"Koti No. 201, Sector 35- A"
278,Hospital,Abhilasha Hospital And Research Centre Pvt.Ltd,Allahabad,Uttar Pradesh,211001,"111,M.G. Marg"
279,Nurshing Home,Abhilasha Nursing Home,Haridwar,Uttarakhand,247667,"Station Road, Roorkee"
280,Nurshing Home,Abhilasha Nursing Home and Ultrasound Centre,Agra,Uttar Pradesh,282007,"Sultanganj Pulia Chauraha,Bye Pass Road"
281,Hospital,Abhinandan Hospital,Patna,Bihar,800020,"O/60,Doctors Colony, Kankarbagh"
282,Hospital,Abhinandan Hospital and Research Centre,Jabalpur,Madhya Pradesh,482004,"Adhartal Tiraha,."
283,Hospital,Abhinav Hospital,Araria,Bihar,854311,Hospital Road
284,Hospital,Abhinav Hospital,Vadodara,Gujarat,391440,Behind S T Depot
285,Hospital,Abhinav Hospital,Faridabad,Haryana,121001,"F-2, S.G.M Nagar, Badkhai Road"
286,Kidney Care,Abhinav Kidney Dialysis And Health Centre - Mulund,Mumbai,Maharashtra,400080,"100,Konark Darshan, Zaver Road, Next To Jain Temple, Mulund (W),Mumbai"
287,MultiSpeciality Hosp,Abhinav Multispeciality Hospital,Nagpur,Maharashtra,440017,"Navanakasha, Lashkari Baugh"
288,Nurshing Home,Abhinav Nursing Home,Gandhinagar,Gujarat,382016,"Sector-16, Ajanta Complex, Vijay Marg"
289,Nurshing Home,Abhinav Nursing Home,Kolhapur,Maharashtra,416012,"1764, A Ward, Ubha Maruti Chowk, Shivaji Peth, Near Sakoli Corner, Kolhapur"
290,Hospital,Abhinav Sushrut Hospital,Mumbai,Maharashtra,400068,"Ramkunwar Thakur Road, Dahisar(East)"
291,Hospital,Abhineet N H and Research Centre,Gaya,Bihar,823001,West Church Road
292,Nurshing Home,Abhisek Maternity and Nursing Home,Ahmedabad,Gujarat,380015,"104-105, 1St Floor, Shivalay-2/A, Nr Hasubhai Park, Jodhpur Gam"
293,Hospital,Abhishek Day Care Ins. and Medical Research Centre,Mumbai,Maharashtra,400021,"74/78/Lady Ratan Tata M R C Karve Road, Cooperage Mumabai"
294,Hospital,Abhishek Hospital,Kheda,Gujarat,387620,"Opposite Priya Cinema, Kapadwanj"
295,Hospital,Abhishek Hospital,Vadodara,Gujarat,390023,"Shivalik Complex, Subhanpura Main Road"
296,Hospital,Abhishek Hospital,Jaipur,Rajasthan,302019,"Opposite Heera Pura Power House Gajsingpura, Ajmer Road Jaipur"
297,Hospital,Abhishek Hospital - Hospet,Ballari,Karnataka,583201,"Basaveshwar Badavane, College Road"
298,Cardiac Hosp,Abhishek Hospital and Heart Centre,Ahmedabad,Gujarat,380008,"Vibhav Complex, Opposite Canana Bank, L. G. Corner, Maninagar"
299,Kidney Care,Abhishek Kidney and General Hospital ( Kcm Hospital),Y.S.R.,Andhra Pradesh,516001,"3/224, Upendra Complex, Christian Lane"
300,Nurshing Home,Abhishek Nursing Home,Mumbai,Maharashtra,400084,"Jagruthi Co- operative Housing Society, Ground Floor, Bhatwadi, Ghatkopar West"
301,Hospital,Abhishek Surgical Hospital,Surat,Gujarat,395003,Ananddeep Apartment Chowki Sheri Near Rampura Petrol Pump
302,Hospital,Abhishekh Hospital Icu and Nicu,Valsad,Gujarat,396001,"2Nd Floor Goverdhan Complex,Beside White House Opp Monghabhai Hall"
303,Hospital,Abhishyam Foundation,Valsad,Gujarat,396195,0
304,Kidney Care,Abhivan Medicare Kidney and Dialysis Center,Chandigarh,Chandigarh,160020,"Shop No-40, Sector-16D"
305,Hospital,Abhiwadan Hospital,Satara,Maharashtra,415506,"Pedgaon Road, A/P,Vaduj,"
306,Nurshing Home,Abhyankar Nursing Home,Ahmedabad,Gujarat,380006,"A-Block, 1St Floor, Silver Arc. Opp Pan Shikura Hotel, Town Hall, Ellisbridge"
307,Hospital,Abhyankars Hospital,Valsad,Gujarat,396195,Vapi
308,Hospital,Abhyuthanam Leproscopy Centre,Kota,Rajasthan,324010,"54, Shrinathpuram, Kota"
309,Nurshing Home,Abidevas Nursing Home,Sivaganga,Tamil Nadu,630002,"139, Aarumuga Nagar Water Tank To Kalanivasal Main Road"
310,Hospital,Abinand Hospital,Coimbatore,Tamil Nadu,641024,"237, Pollachi Main Road, Sundarapuram"
311,Ortho Hospital,Abinav Orthopedic Hospital,Ranga Reddy,Telangana,500060,"Near Ganesh Function Hall,Beside Rajadhani Theatre Lane,Vikas Nagar"
312,Hospital,Abiraami Hospital,Cuddalore,Tamil Nadu,607001,"24, Alc Campus, Cuddalore,."
313,Ortho Hospital,Abishek Ortho Center,Karur,Tamil Nadu,639002,"5,80 Feet Road,Opposite Kvr Complex,Kavi Road."
314,Hospital,Able Charitable Hospital,Palwal,Haryana,121102,"Vill Behrola,Palwal"
315,Cardiac Hosp,Abrol Medical and Heart Care Centre,Panipat,Haryana,132103,"20,Nehru Nagar,Tehsil Town"
316,Ortho Hospital,Abrol Orthopaedics Hospital - Rsby / Abrol Bone and Joint Hospital,Fatehabad,Haryana,125050,Opposite General Hospital Model Town
317,Hospital,Abul Kalam Azad Paramedical Institute,Sangrur,Punjab,148023,"Opp Civil Hospital,Malerkotla"
318,Hospital,Ac Hospitals,Dharmapuri,Tamil Nadu,636001,201 Second Agraharam Salem
319,Super Speciality Hospital,Accident and Superspeciality Centre,Ahmednagar,Maharashtra,414001,"1525 Kings Road,Ahmednagar"
320,Ortho Hospital,Accident Fracture Hospital,Rajkot,Gujarat,360001,"Kanak Road, B/H S. T. Bus Station"
321,Ortho Hospital,Accident Fracture Orth and Surgical Hospital,Kolhapur,Maharashtra,416115,"Behind Upvan Hotel, Near Modern High School, Kabnoor Road, Ichalkaranji"
322,Hospital,Accident Relife Care,Bengaluru Urban,Karnataka,560001,"40/12, Kumara Krupa Road, Kumara Park East"
323,MultiSpeciality Hosp,Accord Multi Speciality Hospital,Kachchh,Gujarat,370001,"Mundra Road, Bhuj"
324,Hospital,Accurate Dialysis Centre,Junagadh,Gujarat,362001,"Aastha Plus Complex, 301/B, Nr Alkapuri Society, Zanzarda Road"
325,Cardiac Hosp,Ace Heart And Vascular Institute( A Unit Of Prime Cardiac Care Pvt Ltd) / Prime Heart and Vascular Institute,Rupnagar,Punjab,160062,"Sector-69, Mohali, Mohali"
326,Hospital,Ace Hospital,Pune,Maharashtra,411004,"32 / 2 A, Erandwane, Gulawani Maharaj Ro,Near Mehendale Garage & Abhishek Hotel,"
327,Nurshing Home,Achars Nursing Home,Bengaluru Urban,Karnataka,560027,Wilson Gardens
328,Hospital,Acharya Durga Prasanna Paramahamsa Sevayatan,Kolkata,West Bengal,700047,"4-D,Naktala Road,Kolkata"
329,Nurshing Home,Acharya Nursing Home and Icu,Vadodara,Gujarat,390023,"No. 88/89, Shree Jay Ambe Co-Op. Society,Opposite Gorwa Workshop,Subhampura"
330,Hospital,Acharya Shri Chander College Of Medical Sciences and Hospital,Jammu,Jammu and Kashmir,180006,"Postal Address: P.B. No. 75, Hpo Gandhi Nagar, N.H. By Pass, Sidhra"
331,Hospital,Acharya Shri Chander College of Medical Sciences and Hospital (ASCOMS),Jammu,Jammu and Kashmir,180017,"Bye Pass Road, Sidhra"
332,Hospital,Acharya Tulsi Jain Hospital,Bengaluru Urban,Karnataka,560022,"No. 22/21, 6Th Cross, K N Extn, Yeshwanth Pur"
333,Hospital,Acharya Vinoba Bhave Rural Hospital,Wardha,Maharashtra,442001,Sawangi (M) Wardha
334,Hospital,Achyut Pandit Hospital,Uttara Kannada,Karnataka,581343,"Kumbhishwar Road, Kumta"
335,Hospital,Achyutananda Seba Sadan,Jajapur,Odisha,755001,Jaipur
336,Hospital,Acura Speciality Hospital,Bengaluru Urban,Karnataka,560095,"435, Acura Hospital, 18th Main, 6th Block, Koramangala"
337,Ortho Hospital,Adarsh Bone And Joint Hospital,Kapurthala,Punjab,144401,"718, Hargobind Nagar"
338,Hospital,Adarsh Ent Surgical Hospital,Bharuch,Gujarat,392001,"6-7, Adarsh Market, Panchbatti"
339,Hospital,Adarsh Family Hospital,South Goa,Goa,403601,"Sapana Valey, Pajifond"
340,Nurshing Home,Adarsh General and Maternity Nursing Home- Ghatkopar,Mumbai,Maharashtra,400086,"B-Shrenik Nagar Amrut Nagar, Behind Ghatkopar Industrial Estate, Ghatkopar (W)"
341,Hospital,Adarsh General Hospital,Vadodara,Gujarat,390007,Race Course Circle
342,Cardiac Hosp,Adarsh Heart Care Centre Pvt Ltd,Ballari,Karnataka,583101,"Opposite Old K.S.R.T.C. Bus Stand, Ward No.16, Sangeetha Complex, Behind Shyamala Lodge, Kolachalam Compound"
343,Hospital,Adarsh Hospital,East Godavari,Andhra Pradesh,533103,"Do. No. 86-26-7, M. S. Narayana Street, Near R. T. C. Complex, V.I. Puram Jn."
344,Hospital,Adarsh Hospital,Ahmedabad,Gujarat,380001,"14, Vadigam Society, Opposite Nemsnath Society"
345,Hospital,Adarsh Hospital,Anand,Gujarat,388001,"Rajdeep Complex, Bhalej Road"
346,Hospital,Adarsh Hospital,Navsari,Gujarat,396321,"Somnath Road, Bilimora"
347,Hospital,Adarsh Hospital,Surat,Gujarat,395007,"16-23, Suryakiran Appartments, 1St Flr, Ghoddod Road, Near St Zavier's School"
348,Hospital,Adarsh Hospital,Chikkamagaluru,Karnataka,577126,"Upper Pet,Koppa"
349,Hospital,Adarsh Hospital,Bhopal,Madhya Pradesh,462001,"Shahjahanabad,Bhopal"
350,Hospital,Adarsh Hospital,Mumbai,Maharashtra,400064,"C-Wing Meenakshi Apt, Orlem Marve Road Malad(W) Mumbai."
351,Hospital,Adarsh Hospital,Pune,Maharashtra,411048,"S No 11/2, Kondhwa Budruk, Near Kaveri Apartment Kondhwa Katraj Road"
352,Hospital,Adarsh Hospital,Jaipur,Rajasthan,302021,"Gandhi Path,Vidhyut Nagar,Jaipur"
353,Hospital,Adarsh Hospital and Research Centre,Vaishali,Bihar,844101,"Marai Road, Satyanaryan Singh Complex, Hajipur"
354,Hospital,Adarsh Hospital and Welfair Center,Lucknow,Uttar Pradesh,226005,"No. B-9 Sector, L. D. A. Colony, Kanpur Road"
355,Ortho Hospital,Adarsh Hospital Spine Orthopaedic and General,Jaipur,Rajasthan,302012,"Near Lata Circle, Jhotwara, Jaipur"
356,Hospital,Adarsh Hosptial,Ahmedabad,Gujarat,380013,"6, Ambika Society, Near Vidhya Nagar High School, Ushmanpura"
357,Nurshing Home,Adarsh Meternity and Nursing Home,Gulbarga,Karnataka,585104,"Opp, Ankal Petrol Pump, New Filterbed Road"
358,MultiSpeciality Hosp,Adarsh Multi Speciality Hospital,Gautam Buddha Nagar,Uttar Pradesh,201306,"Nri City, Near Pari Chowk Greater Noida"
359,MultiSpeciality Hosp,Adarsh Multi Speciality Hospital and Neuro Center,East Godavari,Andhra Pradesh,533107,D No.86-26-5 V.L.Puram
360,Hospital,Adarsh Nurshing Home,Varanasi,Uttar Pradesh,221005,"Newada, Sunderpur, B.H.U., D.L.W. Road"
361,Nurshing Home,Adarsh Nursing Home,East Godavari,Andhra Pradesh,533255,"Taluka Office Road, Ramachandrapuram Ramachandrapuram 533255  East Godavari"
362,Nurshing Home,Adarsh Nursing Home,Ballari,Karnataka,583103,Gopalaswamy Road Near Gandhinagar Park
363,Nurshing Home,Adarsh Nursing Home,Pune,Maharashtra,411006,"Deepak Park,Opp Shashtri Nagar, Police Station, Nagar Road, Pune"
364,Nurshing Home,Adarsh Nursing Home,Bardhaman,West Bengal,713104,"160, B.C. Road, P.O. - Rajbati, Sulipukur"
365,Nurshing Home,Adarsh Nursing Home andStone Clinic Pvt .Ltd.,Ganganagar,Rajasthan,335001,"1-B -5 Sukhadia Nagar,Sri Ganganagar"
366,Ortho Hospital,Adarsh Orthopadic Hospital,Panchmahal,Gujarat,389230,"Burhani Complex, Opposite Bhadar Colony, Lunavada"
367,Nurshing Home,Adarsh Poly Clinic and Nursing Home,Gorakhpur,Uttar Pradesh,273001,"Harhwa Fatak, Near Railway Crossing"
368,Hospital,Adarsha Hospital,East Godavari,Andhra Pradesh,533201,"College Road, Amalapuram"
369,Hospital,Adarsha Hospital,Dakshina Kannada,Karnataka,574201,"A.P.M.C. Road, Puttur"
370,Hospital,Adarsha Hospital,Udupi,Karnataka,576201,"274- 1/6, National Highway 17 Near Service Bus Stand Kundapura"
371,Hospital,Adarsha Hospital and Heath Care - Bangalore,Bengaluru Urban,Karnataka,560072,"13,3Rd Main,11Th Blockstage  2Nd Nagarbhavi"
372,Hospital,Adarsha Hospitals,Guntur,Andhra Pradesh,522001,"Yadavallivari St, Opp, Santosh Honda Show Room, Near Doctor`S Plaza Kothapet, Guntur"
373,Hospital,Adarsha Nethralayam,Warangal,Telangana,506002,"9-53, Mandi Bazar, Warangal,"
374,Nurshing Home,Adarsha Nursing Home,Tumakuru,Karnataka,572102,Opposite M G Stadium
375,Nurshing Home,Adarsha Nursing Home,Darjeeling,West Bengal,734301,"Shahid D.B.Giri Road, Kalimdong"
376,Hospital,Adarsha Nursung Home,Mandya,Karnataka,571428,"Behind Old Taluk Office, 1St Cross Leelavathi Extn, Maddur"
377,Ortho Hospital,Adarsha Orthopaedic Center,Visakhapatnam,Andhra Pradesh,530002,"Opposite St. Joseph's Hospital, Maharanipeta, Maharanipeta,"
378,Hospital,Adavally Damodar Reddy Memorial Hospital,Hyderabad,Telangana,500013,"9-2, Sharada Nagar, Ramanthapur, Ranga Reddy"
379,Hospital,Add Hospital Pvt Ltd,Cuttack,Odisha,753003,"Junus Patna, College Square, Cuttack, Cuttack,"
380,Hospital,Add Value To Life,Chennai,Tamil Nadu,600017,"1, Rajambhal St.Rameshwar Apartments T-Nagar"
381,Hospital,Addya Hospital,Lucknow,Uttar Pradesh,226001,"11 M.G.Marg, Habibullah Estate, Hasratganj"
382,Nurshing Home,Addya Nursing Home,Dewas,Madhya Pradesh,455001,"Barachha Road,Khategoan"
383,Hospital,Addyasakti Medical Centre,Birbhum,West Bengal,731204,"(Nursing Home), Bolpur S. D. Hospital, Birbhum"
384,Hospital,Adesh Hospital and Research Centre,Sri Muktsar Sahib,Punjab,152026,"Kotkapura Road, Sri Sri Muktsar Sahib Sahib,"
385,Hospital,Adesh Institute Of Medical Sciences and Research,Bathinda,Punjab,151001,"Barnala Road, Bathinda"
386,Hospital,Adhar Hospital,North Goa,Goa,403504,"Parvati Nagar,Sarvan, Collan"
387,Hospital,Adhar Hospital,Pune,Maharashtra,412406,"At Post Pargaon(Shingve), Taluka Amgegaon, Pune"
388,Hospital,Adhar Intensive Care Unit,Sangli,Maharashtra,416416,"Opposite Civil Hosp, 2Nd Lane, Ganesh Nagar, South Shivajinagar"
389,Nurshing Home,Adhikary Nursing Home,Chatra,Jharkhand,825401,Pakaria
390,Hospital,Adhithya Medical Centre and Hospital,Erode,Tamil Nadu,638002,"94-95, Nehruji Street,Poondurai Main Road,Nadar Medu."
391,Cardiac Hosp,Adi Bhagavatpada Cardiac and Dialysis Hospital,Kanchipuram,Tamil Nadu,631502,"No.14,Ulagalandha Perumal Kovil Sannathi Street,Big Kanchipuram"
